epoch,dice,fg_f1,fg_precision,fg_recall,loss
0,0.8721426725387573,0.8721367716789246,0.7975208759307861,0.9861024022102356,0.07432052493095398
0,0.8632833957672119,0.8632771968841553,0.786424994468689,0.9742434024810791,0.11817266047000885
0,0.8609551191329956,0.8609488606452942,0.7735150456428528,0.9845077991485596,0.08624399453401566
0,0.8481185436248779,0.8481119275093079,0.7678082585334778,0.9706315994262695,0.0960020124912262
0,0.8947378993034363,0.8947327733039856,0.8501831293106079,0.9624062776565552,0.07737169414758682
0,0.8545846939086914,0.8545783162117004,0.7619476318359375,0.9933717250823975,0.08366380631923676
0,0.8320038318634033,0.8319970369338989,0.7765686511993408,0.9496967792510986,0.09633596986532211
0,0.8557894229888916,0.8557829856872559,0.7716656923294067,0.9842084050178528,0.09775693714618683
0,0.8468034267425537,0.8467967510223389,0.7455384731292725,0.9974762797355652,0.09819898754358292
0,0.8862563967704773,0.8862508535385132,0.828197717666626,0.9730122089385986,0.10461382567882538
0,0.8739241361618042,0.8739182949066162,0.788793683052063,0.9929907321929932,0.07827987521886826
0,0.8249179720878601,0.8249112367630005,0.7512266635894775,0.9646356105804443,0.10421272367238998
0,0.8342404961585999,0.8342337012290955,0.7576180100440979,0.973876416683197,0.08870682120323181
0,0.8360050916671753,0.8359981179237366,0.7664934992790222,0.9558778405189514,0.12579479813575745
0,0.850619375705719,0.8506128191947937,0.8013782501220703,0.9332548975944519,0.13658542931079865
0,0.8798816204071045,0.8798760175704956,0.8097203969955444,0.9807721376419067,0.10027553886175156
0,0.8644154071807861,0.8644092082977295,0.7773704528808594,0.9902845025062561,0.09407356381416321
0,0.8659080266952515,0.8659020066261292,0.7935655117034912,0.9763811826705933,0.07887988537549973
0,0.8527336716651917,0.8527272939682007,0.7700435519218445,0.9865249991416931,0.1029043048620224
0,0.8444153666496277,0.8444087505340576,0.7592385411262512,0.9844913482666016,0.11066533625125885
0,0.8811495304107666,0.8811439275741577,0.8089926242828369,0.9802647829055786,0.07282393425703049
0,0.8576961159706116,0.8576897382736206,0.7672383785247803,0.9933583736419678,0.10347560048103333
0,0.8790758848190308,0.8790702819824219,0.8194223642349243,0.9765732884407043,0.09176477789878845
0,0.8431298136711121,0.8431230187416077,0.7410194873809814,0.9978753328323364,0.08859454840421677
0,0.8404648900032043,0.8404581546783447,0.7604867219924927,0.9739611148834229,0.10107247531414032
0,0.8108459115028381,0.810838520526886,0.7293468117713928,0.9677172899246216,0.1359786093235016
0,0.8576431274414062,0.8576367497444153,0.7782203555107117,0.9765430092811584,0.09502074122428894
0,0.8914580941200256,0.8914529085159302,0.8201250433921814,0.9889379143714905,0.0809725821018219
0,0.8582227826118469,0.8582162857055664,0.7711797952651978,0.9870560169219971,0.10848190635442734
0,0.834125280380249,0.834118127822876,0.7350614666938782,0.9929158091545105,0.08558148890733719
0,0.8308584690093994,0.8308517932891846,0.768648624420166,0.9592344760894775,0.09749047458171844
0,0.8136348724365234,0.8136273622512817,0.7157005071640015,0.9821577072143555,0.10859302431344986
0,0.8040758371353149,0.8040690422058105,0.7039647102355957,0.9979667663574219,0.10205338895320892
0,0.8641207814216614,0.8641147017478943,0.7847387194633484,0.9799554347991943,0.0835801512002945
0,0.870486855506897,0.8704808950424194,0.7893711924552917,0.9863232374191284,0.07122494280338287
0,0.8423143029212952,0.8423077464103699,0.7499486207962036,0.9875345230102539,0.09940904378890991
0,0.8483548164367676,0.8483483195304871,0.7792531251907349,0.96195387840271,0.07087584584951401
0,0.8633343577384949,0.8633283376693726,0.8130720257759094,0.9482710957527161,0.10136387497186661
0,0.7228726148605347,nan,nan,nan,0.011948814615607262
